,yrsurv,age,gender,irstrata,fearfail,suskill,opport,knowent,discent,exreason,bstart
29317,2016,31,1,1,2,1,2,1,1,10,2
29318,2016,34,1,1,2,1,1,2,0,0,2
29319,2016,29,1,1,2,1,2,2,0,0,2
29320,2016,35,1,1,2,1,2,2,0,0,1
29321,2016,35,1,1,2,1,2,2,0,0,2
29322,2016,38,1,1,2,1,1,2,1,8,1
29323,2016,40,1,1,2,2,2,2,0,0,2
29324,2016,36,1,1,2,1,2,2,0,0,2
29325,2016,40,2,1,1,2,2,2,0,0,2
29327,2016,35,1,1,1,1,2,2,0,0,2
29328,2016,38,1,1,1,1,2,1,0,0,2
29329,2016,38,1,1,1,1,2,2,0,0,2
29330,2016,35,1,1,1,1,2,2,0,0,1
29331,2016,38,1,1,1,2,2,2,0,0,2
29332,2016,31,1,1,2,1,2,1,0,0,2
29333,2016,38,1,1,1,1,2,2,0,0,1
29334,2016,40,1,1,2,1,2,1,0,0,1
29335,2016,43,1,1,1,2,2,1,0,0,2
29337,2016,36,2,1,2,2,1,2,1,6,1
29338,2016,42,2,1,1,2,2,2,0,0,2
29339,2016,35,2,1,2,1,2,2,0,0,2
29341,2016,35,2,1,1,2,2,2,0,0,1
29342,2016,41,2,1,2,1,2,2,0,0,2
29343,2016,35,2,1,1,1,1,2,0,0,2
29345,2016,37,2,1,1,2,2,2,0,0,2
29347,2016,35,1,4,1,1,1,1,0,0,2
29350,2016,35,2,1,1,1,2,1,0,0,2
29351,2016,45,2,1,1,2,2,1,0,0,2
29358,2016,54,1,1,2,1,2,2,0,0,2
29359,2016,49,1,1,1,2,2,2,0,0,2
29361,2016,47,1,1,2,1,2,2,0,0,2
29362,2016,50,1,1,1,1,1,2,0,0,2
29363,2016,47,1,1,1,2,2,2,0,0,1
29364,2016,50,1,1,2,1,2,2,0,0,2
29365,2016,45,1,1,1,2,2,1,0,0,2
29366,2016,53,1,1,2,2,2,2,0,0,2
29369,2016,63,1,1,1,1,2,1,0,0,2
29371,2016,55,1,1,1,1,2,2,0,0,2
29373,2016,45,2,3,2,1,-1,1,0,0,1
29377,2016,35,1,3,1,1,2,1,0,0,1
29379,2016,36,1,3,1,1,1,1,0,0,1
29381,2016,35,1,3,1,-1,2,1,1,8,1
29383,2016,43,1,3,2,1,1,1,0,0,1
29384,2016,36,1,3,1,1,-1,1,0,0,2
29393,2016,31,2,3,2,1,-1,1,0,0,1
29397,2016,29,2,3,-2,2,-1,1,0,0,1
29400,2016,27,2,3,2,1,2,1,0,0,1
29401,2016,26,2,3,2,1,1,1,0,0,1
29404,2016,30,2,3,2,1,-1,2,0,0,1
29406,2016,32,1,3,2,1,2,2,0,0,1
29407,2016,30,1,3,2,1,2,-1,0,0,1
29408,2016,30,1,3,2,1,1,1,0,0,1
29413,2016,26,1,3,2,1,1,1,1,8,1
29415,2016,31,1,3,-1,2,-1,1,0,0,1
29417,2016,52,1,3,2,1,1,1,0,0,1
29418,2016,50,1,3,2,1,1,1,0,0,1
29419,2016,48,1,3,2,1,1,1,0,0,1
29421,2016,58,1,3,2,1,1,1,0,0,1
29427,2016,23,2,3,2,1,1,1,0,0,1
29429,2016,22,2,3,1,1,1,1,0,0,1
29432,2016,22,2,3,2,1,2,2,0,0,1
29433,2016,20,2,3,2,1,2,2,1,5,1
29435,2016,23,2,3,2,1,2,1,0,0,1
29436,2016,22,2,3,2,1,1,1,0,0,1
29440,2016,22,1,3,2,1,2,1,0,0,1
29441,2016,22,1,3,2,1,2,1,0,0,1
29445,2016,20,1,3,1,1,-1,2,0,0,1
29446,2016,23,1,3,1,1,2,2,0,0,1
29449,2016,21,1,3,2,1,1,1,0,0,1
29455,2016,32,2,2,2,1,1,1,0,0,1
29457,2016,28,1,2,2,1,1,1,0,0,1
29459,2016,26,2,2,2,1,-1,1,0,0,1
29464,2016,28,1,2,2,1,1,1,1,2,1
29465,2016,25,2,2,1,1,1,2,0,0,1
29470,2016,47,1,2,2,1,1,1,0,0,1
29475,2016,36,1,2,1,1,2,1,0,0,2
29481,2016,30,1,2,2,1,1,1,0,0,1
29486,2016,21,1,2,2,1,1,1,0,0,1
29487,2016,25,1,2,1,1,2,1,0,0,1
29489,2016,25,1,2,1,1,1,1,0,0,1
29490,2016,25,1,2,2,1,1,1,0,0,1
29494,2016,39,1,2,2,1,1,1,0,0,2
29497,2016,38,1,2,2,1,1,1,0,0,2
29501,2016,62,1,2,2,1,1,1,0,0,2
29506,2016,44,1,2,2,1,1,1,0,0,1
29509,2016,43,1,3,2,1,2,1,0,0,1
29511,2016,35,2,2,1,1,2,1,0,0,1
29513,2016,24,1,2,1,1,2,1,0,0,1
29518,2016,28,1,2,1,2,2,2,0,0,1
29519,2016,61,1,2,1,1,1,1,0,0,1
29521,2016,35,2,2,2,1,1,1,1,7,1
29522,2016,24,2,2,2,1,1,2,0,0,1
29523,2016,36,1,2,2,1,1,1,0,0,1
29525,2016,35,1,2,2,1,1,2,0,0,1
29527,2016,57,2,2,1,1,1,1,0,0,1
29528,2016,45,1,2,2,1,2,1,0,0,1
29530,2016,33,1,2,1,1,2,1,0,0,1
29532,2016,27,2,2,1,1,2,1,0,0,1
29534,2016,31,2,2,1,1,2,1,1,5,1
29535,2016,24,2,2,1,1,2,1,0,0,1
29536,2016,24,2,2,1,1,2,1,0,0,1
29537,2016,35,1,2,2,2,1,2,0,0,2
29538,2016,34,1,2,2,1,2,1,0,0,1
29539,2016,26,1,2,2,1,1,2,0,0,1
29540,2016,40,1,2,1,1,2,2,1,8,1
29542,2016,42,1,2,2,1,2,1,0,0,2
29544,2016,23,1,2,2,1,2,1,0,0,2
29545,2016,34,1,2,1,1,1,2,0,0,1
29547,2016,25,2,2,2,1,1,2,0,0,1
29548,2016,26,2,2,2,1,1,2,0,0,1
29550,2016,31,1,3,2,1,1,1,0,0,1
29551,2016,27,1,3,2,1,1,2,0,0,1
29552,2016,34,1,3,1,1,2,2,0,0,1
29553,2016,25,1,3,2,1,1,1,0,0,1
29554,2016,47,1,3,1,1,2,1,0,0,1
29555,2016,25,2,3,1,2,1,2,0,0,1
29557,2016,47,1,3,1,1,2,2,1,6,1
29567,2016,26,2,5,1,1,1,1,1,9,1
29571,2016,32,1,5,2,1,1,1,0,0,1
29572,2016,30,1,5,1,1,1,1,0,0,1
29573,2016,26,1,5,2,1,1,1,0,0,1
29574,2016,26,1,5,1,1,1,1,0,0,1
29575,2016,28,1,5,1,1,1,1,0,0,1
29578,2016,28,1,5,1,1,1,1,0,0,1
29582,2016,35,2,5,1,1,1,1,1,9,1
29584,2016,42,2,5,2,1,1,1,0,0,1
29588,2016,33,1,3,2,1,1,1,0,0,1
29589,2016,27,2,3,1,1,2,1,0,0,2
29591,2016,25,1,3,2,1,1,2,0,0,1
29592,2016,35,1,3,2,1,2,2,0,0,1
29593,2016,31,1,3,1,1,1,2,0,0,1
29598,2016,35,1,3,2,1,-1,1,0,0,1
29600,2016,24,1,3,1,1,1,2,1,8,1
29601,2016,27,1,3,2,1,1,1,1,9,1
29603,2016,32,1,3,1,1,2,1,0,0,2
29606,2016,31,1,3,2,1,1,1,0,0,1
29607,2016,44,2,5,2,1,1,1,0,0,1
29609,2016,29,1,5,1,1,2,2,0,0,1
29610,2016,26,1,5,1,1,1,1,1,8,1
29611,2016,29,1,5,1,1,1,1,0,0,1
29612,2016,27,1,5,1,1,1,1,0,0,1
29613,2016,34,1,5,1,1,2,1,0,0,1
29614,2016,34,1,5,2,1,1,1,0,0,1
29617,2016,24,2,5,1,2,2,2,0,0,-2
29623,2016,24,2,5,1,1,1,1,0,0,1
29624,2016,23,2,5,1,1,1,1,0,0,1
29629,2016,62,1,5,1,1,1,1,0,0,1
29630,2016,64,1,5,1,1,2,1,0,0,1
29631,2016,46,1,5,1,1,1,1,1,9,1
29632,2016,51,1,5,1,1,1,1,0,0,1
29633,2016,47,1,5,1,1,1,1,0,0,1
29634,2016,51,1,5,1,1,1,1,0,0,1
29637,2016,27,1,3,2,2,2,2,0,0,1
29638,2016,24,1,3,2,1,2,2,1,5,1
29646,2016,29,2,3,2,1,2,2,0,0,1
29648,2016,24,1,3,1,1,2,1,1,6,1
29650,2016,24,1,3,2,1,1,1,0,0,2
29651,2016,46,1,3,2,1,2,2,0,0,2
29656,2016,52,2,5,1,1,1,1,0,0,1
29660,2016,23,1,5,1,1,1,1,0,0,1
29665,2016,24,1,5,1,1,1,1,0,0,1
29667,2016,18,1,5,1,1,1,1,0,0,1
29670,2016,37,1,5,1,1,1,1,0,0,1
29671,2016,40,1,5,1,1,1,1,0,0,1
29672,2016,42,1,5,1,1,1,1,0,0,1
29673,2016,44,1,5,2,1,1,1,0,0,1
29675,2016,39,1,5,1,1,1,1,0,0,1
29676,2016,38,1,5,1,1,1,1,0,0,1
29677,2016,39,1,5,1,1,1,1,0,0,1
29678,2016,38,1,5,1,1,1,1,0,0,1
29680,2016,43,1,2,2,1,1,1,0,0,1
29681,2016,23,1,2,2,1,2,1,0,0,1
29683,2016,22,1,2,2,1,1,1,0,0,1
29684,2016,23,1,2,1,-1,-1,2,0,0,1
29688,2016,23,1,2,2,1,1,1,0,0,1
29689,2016,25,1,2,1,1,2,1,0,0,1
29690,2016,23,1,2,2,1,1,1,0,0,1
29693,2016,22,1,2,2,1,2,1,0,0,1
29694,2016,24,2,2,2,1,2,2,0,0,1
29696,2016,30,2,2,2,1,1,2,0,0,1
29698,2016,33,1,2,1,1,1,1,0,0,1
29704,2016,45,1,2,1,1,2,-1,0,0,2
29706,2016,46,1,2,2,1,1,1,0,0,1
29711,2016,24,1,2,1,1,2,1,0,0,1
29715,2016,25,1,2,2,1,1,1,0,0,1
29716,2016,33,1,2,2,1,2,2,0,0,1
29717,2016,24,1,2,2,1,1,1,0,0,1
29718,2016,25,1,2,1,1,2,2,0,0,1
29721,2016,55,1,3,2,1,2,1,1,8,1
29722,2016,32,1,3,2,1,1,1,0,0,1
29723,2016,47,1,3,2,1,2,1,0,0,1
29724,2016,36,1,3,2,2,2,1,0,0,2
29725,2016,26,1,3,2,1,1,1,1,8,2
29727,2016,36,1,3,2,1,1,1,1,8,2
29728,2016,43,1,3,2,2,2,1,0,0,2
29732,2016,27,1,3,2,1,2,1,0,0,2
29733,2016,36,1,3,2,1,1,1,0,0,2
29734,2016,55,1,3,1,1,1,2,0,0,1
29735,2016,41,1,3,2,1,2,1,0,0,1
29736,2016,39,1,3,2,2,1,1,0,0,1
29737,2016,36,1,3,2,1,2,1,0,0,2
29739,2016,36,1,3,1,1,1,1,0,0,2
29740,2016,42,1,3,1,2,1,2,0,0,1
29746,2016,26,1,3,2,1,1,1,0,0,1
29754,2016,59,2,3,1,1,1,1,0,0,1
29757,2016,24,1,3,1,1,1,1,0,0,1
29758,2016,21,1,3,1,1,2,1,0,0,1
29762,2016,59,1,3,1,1,2,1,0,0,2
29766,2016,28,1,3,2,1,2,1,0,0,2
29767,2016,35,1,3,2,1,2,1,0,0,2
29768,2016,26,1,3,2,1,2,1,0,0,2
29770,2016,35,1,3,2,1,2,1,0,0,2
29771,2016,29,1,3,1,1,2,1,0,0,1
29773,2016,27,2,3,2,1,2,1,0,0,2
29774,2016,51,1,3,2,2,2,1,0,0,2
29776,2016,43,1,3,1,1,2,1,0,0,2
29777,2016,45,1,3,2,2,2,1,0,0,2
29783,2016,24,1,3,2,1,1,1,0,0,2
29785,2016,55,1,3,2,1,1,1,0,0,1
29786,2016,48,1,3,1,1,2,1,0,0,2
29788,2016,29,2,3,2,1,1,2,1,2,1
29789,2016,34,1,3,2,1,1,1,0,0,2
29790,2016,44,2,3,2,2,1,2,0,0,2
29791,2016,35,1,3,2,1,1,1,0,0,1
29792,2016,40,1,3,1,1,2,1,0,0,1
29794,2016,38,1,3,2,1,1,1,0,0,1
29795,2016,25,1,3,2,1,2,1,0,0,2
29796,2016,23,1,3,1,1,2,1,0,0,2
29799,2016,29,2,3,1,-1,-1,2,0,0,2
29803,2016,24,1,3,2,1,1,1,1,8,1
29804,2016,31,1,3,2,1,2,2,0,0,1
29805,2016,26,1,3,2,1,2,1,0,0,1
29806,2016,34,1,3,2,1,2,1,0,0,1
29807,2016,36,1,3,2,1,2,1,0,0,1
29809,2016,32,2,3,2,1,1,2,0,0,1
29811,2016,35,1,3,1,2,2,2,0,0,2
29812,2016,50,2,3,2,1,1,1,1,4,1
29813,2016,22,2,3,2,1,2,1,0,0,1
29814,2016,63,1,3,2,1,2,2,1,2,2
29816,2016,29,1,3,2,2,1,1,1,4,1
29817,2016,30,1,3,-2,-2,-2,-2,0,0,1
29821,2016,44,1,3,1,1,-1,1,0,0,1
29826,2016,36,2,6,1,1,1,2,0,0,1
29829,2016,28,2,6,1,1,1,1,1,8,1
29830,2016,29,2,2,2,1,-1,2,0,0,1
29833,2016,36,1,1,2,2,1,1,1,8,2
29839,2016,58,2,3,2,1,1,1,0,0,1
29841,2016,35,1,3,2,1,2,1,0,0,1
29844,2016,24,1,3,2,1,1,1,0,0,1
29846,2016,31,2,3,2,2,1,2,0,0,1
29850,2016,24,2,3,1,1,2,2,0,0,1
29851,2016,29,2,3,1,1,1,1,0,0,1
29852,2016,38,1,3,2,1,1,1,0,0,1
29855,2016,50,1,1,2,1,1,2,0,0,2
29857,2016,45,2,1,2,1,2,2,1,8,1
29858,2016,37,2,1,-2,-2,-2,-2,0,0,2
29860,2016,38,1,1,2,1,2,1,0,0,1
29861,2016,30,2,1,1,1,1,1,1,7,1
29862,2016,28,2,1,2,1,2,2,0,0,1
29863,2016,36,1,1,2,2,2,2,0,0,1
29865,2016,47,1,1,1,2,2,1,0,0,1
29867,2016,46,1,3,2,1,2,2,0,0,1
29869,2016,50,1,3,2,1,1,2,0,0,1
29870,2016,57,1,3,1,1,2,2,0,0,1
29871,2016,31,2,3,1,1,1,1,0,0,2
29872,2016,33,1,3,2,1,1,2,0,0,1
29873,2016,26,1,3,2,1,2,1,0,0,1
29874,2016,31,1,3,2,2,2,2,0,0,2
29882,2016,35,1,3,2,1,1,1,0,0,1
29883,2016,36,1,3,1,1,1,1,0,0,1
29884,2016,33,2,3,2,1,1,2,0,0,1
29885,2016,43,1,3,2,1,2,2,0,0,1
29886,2016,30,1,3,2,1,1,2,1,6,1
29896,2016,54,2,6,1,2,2,2,0,0,2
29900,2016,22,2,6,2,1,2,2,0,0,1
29907,2016,21,1,3,2,1,1,2,0,0,2
29909,2016,20,1,3,2,1,1,2,0,0,1
29912,2016,21,1,3,2,1,1,2,1,2,1
29914,2016,18,2,6,2,1,1,2,0,0,1
29915,2016,42,2,3,1,2,1,2,0,0,2
29917,2016,40,2,3,2,2,2,2,0,0,1
29919,2016,21,1,3,2,1,1,1,0,0,1
29920,2016,20,1,3,1,1,-1,2,0,0,1
29926,2016,21,2,3,2,2,1,2,0,0,1
29938,2016,20,1,6,2,1,1,2,0,0,1
29940,2016,27,1,6,1,1,2,2,0,0,1
29947,2016,29,1,6,1,1,2,1,0,0,1
29948,2016,47,1,1,2,1,1,1,0,0,1
29957,2016,20,1,6,1,1,2,1,0,0,1
29958,2016,26,1,6,1,1,1,2,1,8,1
29959,2016,18,1,6,2,1,-1,1,0,0,1
29960,2016,62,1,6,2,1,2,2,1,8,1
29961,2016,18,1,6,2,1,2,2,0,0,1
29962,2016,22,1,6,2,1,2,1,1,9,1
29964,2016,42,1,6,1,1,2,1,0,0,1
29966,2016,31,1,1,2,1,2,1,1,2,2
29968,2016,53,1,4,2,1,2,1,0,0,2
29969,2016,41,2,4,2,1,1,1,0,0,1
29972,2016,30,2,4,1,1,1,1,0,0,1
29973,2016,43,1,4,2,1,1,1,0,0,2
29975,2016,27,1,4,1,2,2,2,0,0,2
29978,2016,30,1,4,2,1,-1,1,0,0,2
29980,2016,49,2,4,2,2,2,2,0,0,1
29985,2016,62,1,4,2,1,2,1,0,0,2
29987,2016,36,1,4,2,1,-1,1,0,0,2
29989,2016,40,1,4,2,2,2,1,0,0,2
29990,2016,37,2,4,1,1,1,1,0,0,1
29992,2016,28,1,4,-2,1,2,1,0,0,1
29994,2016,33,2,4,1,2,-1,1,0,0,2
29996,2016,26,2,4,2,1,2,1,0,0,2
29998,2016,46,1,4,1,1,-1,2,0,0,2
30000,2016,39,1,4,2,1,1,1,0,0,1
30003,2016,50,1,4,2,1,1,1,0,0,1
30004,2016,25,1,4,2,1,2,2,0,0,1
30006,2016,37,1,4,2,1,1,1,0,0,1
30012,2016,18,1,4,1,1,2,2,0,0,2
30014,2016,28,2,4,2,1,-1,1,0,0,2
30015,2016,24,2,4,2,1,1,1,0,0,1
30020,2017,23,2,1,2,1,1,1,0,0,1
30028,2017,50,1,1,2,1,2,1,0,0,2
30032,2017,48,1,1,2,1,1,1,0,0,1
30034,2017,29,1,1,2,1,1,1,1,7,1
30035,2017,35,2,1,1,1,1,1,1,6,1
30036,2017,22,2,1,1,1,2,1,1,8,1
30037,2017,57,1,1,1,1,2,2,0,0,1
30041,2017,25,1,1,2,1,1,1,0,0,1
30045,2017,48,1,1,2,1,1,2,0,0,2
30051,2017,31,1,1,2,1,-1,1,0,0,1
30068,2017,24,2,1,2,1,1,2,0,0,2
30086,2017,37,1,1,2,1,1,1,0,0,1
30087,2017,41,1,1,2,1,1,1,0,0,1
30089,2017,41,1,1,1,1,2,1,0,0,2
30091,2017,38,1,1,2,1,1,1,0,0,2
30097,2017,50,1,1,2,1,2,1,0,0,1
30101,2017,37,1,1,1,1,2,1,0,0,1
30102,2017,28,1,1,1,1,2,1,0,0,1
30104,2017,36,1,1,2,1,1,1,0,0,2
30117,2017,41,1,1,1,1,1,1,0,0,1
30121,2017,43,1,1,1,1,2,1,1,6,2
30122,2017,32,1,1,1,1,1,1,0,0,1
30134,2017,41,2,1,2,2,1,1,0,0,1
30137,2017,31,2,1,-1,1,1,1,0,0,1
30138,2017,33,2,1,-1,1,1,1,1,8,1
30140,2017,33,2,1,2,1,2,1,0,0,2
30145,2017,41,1,1,1,1,1,1,0,0,2
30146,2017,48,1,1,2,1,1,1,0,0,1
30147,2017,50,1,1,2,1,2,1,0,0,2
30151,2017,54,2,1,-1,1,2,2,0,0,2
30153,2017,48,2,1,-1,2,1,1,0,0,2
30154,2017,54,2,1,-1,2,2,1,0,0,2
30155,2017,52,2,1,-1,1,2,1,0,0,2
30157,2017,52,2,1,-1,1,2,2,0,0,2
30160,2017,48,1,1,2,1,1,1,0,0,1
30177,2017,64,1,1,2,1,1,1,0,0,1
30181,2017,48,1,1,2,1,1,1,0,0,1
30190,2017,33,1,1,2,2,2,1,0,0,2
30197,2017,28,1,1,1,1,1,1,0,0,1
30198,2017,21,2,1,1,1,1,-1,0,0,1
30203,2017,25,1,1,2,1,2,2,0,0,2
30207,2017,30,1,1,1,1,2,1,0,0,1
30209,2017,31,2,1,2,1,-1,1,0,0,1
30213,2017,32,2,1,2,2,1,1,0,0,2
30218,2017,37,2,1,1,2,2,2,0,0,1
30219,2017,18,2,1,2,1,1,2,0,0,1
30220,2017,44,1,1,1,2,2,2,0,0,2
30221,2017,28,1,1,1,1,1,1,0,0,1
30222,2017,50,1,1,2,1,1,2,0,0,2
30224,2017,41,1,1,1,1,2,1,0,0,1
30227,2017,33,1,1,1,1,2,2,0,0,2
30230,2017,29,1,1,2,1,2,1,1,9,2
30231,2017,47,1,1,1,1,1,1,1,5,1
30236,2017,45,1,1,2,1,1,1,1,9,1
30237,2017,44,1,1,1,1,2,1,0,0,1
30238,2017,31,2,1,2,1,1,1,0,0,1
30241,2017,24,1,1,2,1,2,1,1,8,2
30243,2017,22,1,1,1,2,2,1,0,0,1
30244,2017,22,1,1,1,1,1,2,0,0,1
30248,2017,28,1,1,2,1,2,1,0,0,1
30251,2017,34,2,1,2,1,2,1,0,0,1
30252,2017,35,1,1,1,1,2,1,0,0,2
30254,2017,37,1,1,1,1,1,2,0,0,1
30256,2017,49,1,1,1,1,2,1,0,0,2
30258,2017,28,1,1,2,1,2,1,0,0,2
30264,2017,36,2,1,2,1,1,1,1,8,1
30266,2017,39,2,1,2,1,2,2,0,0,1
30268,2017,28,1,1,2,1,1,1,0,0,1
30269,2017,18,1,1,2,2,1,1,0,0,1
30271,2017,18,2,1,2,1,1,2,0,0,1
30274,2017,24,2,1,2,1,1,1,0,0,1
30276,2017,24,2,1,2,1,1,1,1,9,1
30278,2017,24,2,1,2,1,1,1,0,0,1
30279,2017,24,2,1,1,2,1,1,0,0,1
30281,2017,52,1,1,2,1,1,1,0,0,1
30282,2017,52,1,1,1,1,1,1,0,0,1
30283,2017,55,2,1,2,1,1,2,0,0,1
30284,2017,45,2,1,2,2,1,2,0,0,1
30285,2017,45,2,1,1,2,2,2,0,0,1
30290,2017,36,1,1,2,1,2,1,0,0,2
30291,2017,46,1,1,2,1,-1,1,0,0,2
30295,2017,37,2,1,2,1,1,2,0,0,2
30300,2017,33,2,1,2,1,1,1,0,0,1
30333,2017,35,1,1,2,1,1,1,0,0,1
30334,2017,29,1,1,2,1,1,1,0,0,1
30337,2017,23,1,1,2,1,1,1,0,0,1
30338,2017,32,1,1,1,1,1,1,1,8,1
30339,2017,31,1,1,2,1,1,1,1,8,1
30340,2017,24,1,1,2,1,1,1,0,0,2
30344,2017,24,1,1,2,1,1,1,0,0,2
30350,2017,33,1,1,2,1,2,2,0,0,1
30379,2017,29,1,1,1,2,1,1,0,0,1
30384,2017,35,1,1,2,1,1,1,0,0,1
30390,2017,24,2,1,1,2,2,2,0,0,2
30391,2017,24,2,1,1,2,2,2,0,0,2
30392,2017,24,2,1,2,2,2,2,0,0,2
30394,2017,23,2,1,2,2,2,2,0,0,1
30395,2017,23,2,1,1,2,2,2,0,0,2
30399,2017,22,1,1,2,2,2,2,0,0,2
30400,2017,23,1,1,1,2,2,2,0,0,2
30401,2017,26,1,1,1,1,2,2,0,0,1
30403,2017,34,1,1,2,1,2,1,0,0,2
30405,2017,32,1,1,2,1,2,1,0,0,2
30406,2017,33,1,1,2,1,2,2,0,0,2
30407,2017,26,1,1,2,2,2,1,0,0,2
30409,2017,32,1,1,2,1,2,2,0,0,1
30410,2017,34,1,1,2,1,1,2,1,6,2
30411,2017,31,1,1,2,1,2,2,0,0,2
30412,2017,33,1,1,2,1,1,1,0,0,1
30414,2017,28,1,1,2,2,2,2,0,0,2
30416,2017,25,2,1,1,2,2,2,0,0,1
30419,2017,28,2,1,2,1,2,2,0,0,2
30420,2017,25,2,1,2,2,1,2,0,0,2
30422,2017,31,2,1,2,2,2,2,0,0,2
30424,2017,32,2,1,1,1,2,2,0,0,2
30425,2017,34,2,1,1,2,2,2,0,0,2
30432,2017,21,1,1,1,2,2,1,0,0,2
30434,2017,18,1,1,1,2,1,2,0,0,2
30444,2017,21,1,1,2,2,2,2,0,0,2
30449,2017,22,1,1,2,2,2,2,0,0,2
30450,2017,21,1,1,2,2,2,2,0,0,2
30452,2017,29,1,1,2,1,2,2,0,0,2
30455,2017,41,1,1,1,1,2,2,1,2,1
30456,2017,40,1,1,2,1,1,1,0,0,1
30461,2017,38,2,1,1,2,2,2,0,0,2
30463,2017,43,2,1,2,1,2,2,0,0,2
30465,2017,39,2,1,1,1,2,1,0,0,2
30468,2017,59,1,1,-1,1,1,2,0,0,2
30469,2017,55,1,1,2,1,2,1,0,0,2
30472,2017,21,2,1,1,2,2,2,0,0,2
30480,2017,22,2,1,1,2,2,2,0,0,2
30488,2017,53,1,1,2,1,1,2,0,0,2
30489,2017,48,1,1,1,2,2,2,0,0,2
30491,2017,49,1,1,2,1,2,1,0,0,2
30492,2017,50,1,1,2,1,2,2,0,0,2
30493,2017,48,1,1,2,1,2,1,0,0,2
30494,2017,46,1,1,1,1,2,2,0,0,2
30495,2017,51,2,1,1,1,2,2,0,0,2
30496,2017,47,2,1,1,2,2,2,1,9,1
30499,2017,46,2,1,1,1,2,2,0,0,1
30501,2017,45,2,1,1,1,1,2,0,0,1
30503,2017,42,1,1,1,1,2,2,1,8,2
30504,2017,39,1,1,1,1,2,2,0,0,2
30505,2017,35,1,1,1,2,2,2,0,0,2
30506,2017,40,1,1,2,1,2,2,1,2,2
30507,2017,37,1,1,2,1,2,2,0,0,2
30508,2017,37,1,1,2,1,2,1,1,6,2
30510,2017,35,1,1,1,1,1,2,0,0,2
30511,2017,40,1,1,2,1,2,2,0,0,2
30512,2017,38,1,1,2,1,2,1,0,0,2
30516,2017,48,2,1,2,2,2,2,0,0,2
30517,2017,44,2,1,2,1,1,1,0,0,1
30518,2017,26,2,1,1,2,2,2,0,0,2
30522,2017,37,2,1,1,2,1,2,0,0,2
30525,2017,56,1,1,2,1,2,2,0,0,2
30534,2017,35,2,1,1,2,2,2,0,0,2
30535,2017,30,1,1,2,1,2,1,0,0,1
30537,2017,43,1,1,2,1,2,2,0,0,1
30538,2017,36,1,1,2,1,1,1,0,0,1
30539,2017,48,1,1,1,1,2,2,0,0,2
30540,2017,50,1,1,2,1,2,1,0,0,2
30541,2017,43,1,1,1,1,2,2,0,0,2
30544,2017,33,1,1,1,1,1,2,0,0,2
30547,2017,30,1,1,2,1,1,1,0,0,2
30548,2017,33,1,1,2,1,2,1,0,0,2
30550,2017,18,1,1,2,2,2,2,0,0,2
30551,2017,25,1,1,1,2,2,2,1,8,2
30554,2017,40,1,1,2,1,2,1,0,0,2
30559,2017,27,1,1,1,2,2,1,0,0,2
30560,2017,30,1,1,1,2,2,1,0,0,2
30563,2017,46,1,1,2,1,1,1,0,0,2
30569,2017,28,1,1,2,2,2,2,0,0,1
30576,2017,32,1,1,1,1,1,2,0,0,1
30578,2017,23,2,1,1,2,2,2,0,0,2
30584,2017,27,1,1,1,2,2,1,1,8,2
30585,2017,23,2,1,2,1,1,1,0,0,1
30586,2017,47,1,1,2,1,2,2,0,0,2
30587,2017,41,1,1,2,1,1,1,0,0,2
30588,2017,40,1,1,2,1,2,2,0,0,2
30589,2017,38,1,1,2,1,2,2,0,0,2
30590,2017,25,2,1,1,2,1,2,1,8,1
30591,2017,35,1,1,1,1,2,1,0,0,2
30593,2017,54,1,1,1,1,2,1,0,0,2
30594,2017,50,1,1,2,1,2,2,0,0,2
30595,2017,40,1,1,2,1,2,2,0,0,2
30596,2017,38,1,1,1,1,2,2,0,0,2
30597,2017,40,1,1,2,1,1,1,0,0,1
30598,2017,34,1,1,1,1,2,1,0,0,2
30600,2017,25,1,1,2,1,2,2,0,0,2
30606,2017,19,1,1,2,2,2,2,0,0,2
30612,2017,26,2,1,2,1,2,1,0,0,1
30613,2017,46,1,1,1,1,2,2,0,0,2
30614,2017,38,1,1,2,1,1,1,0,0,2
30615,2017,55,1,1,2,1,2,2,0,0,2
30616,2017,42,1,1,2,1,2,1,0,0,2
30618,2017,44,1,1,2,1,2,2,0,0,2
30619,2017,43,1,1,2,1,1,2,0,0,2
30621,2017,34,2,1,1,2,2,1,0,0,2
30623,2017,52,2,1,1,1,1,2,0,0,2
30625,2017,32,2,1,2,1,1,1,0,0,1
30627,2017,18,2,1,1,2,2,2,0,0,2
30628,2017,30,2,1,2,2,1,2,0,0,2
30630,2017,24,2,1,1,2,2,2,0,0,2
30632,2017,23,2,1,1,2,2,2,0,0,2
30633,2017,25,2,1,1,1,1,1,0,0,1
30634,2017,22,2,1,1,2,2,2,0,0,2
30635,2017,42,1,1,1,1,2,2,0,0,2
30638,2017,28,1,1,1,1,1,1,1,8,1
30639,2017,42,2,1,2,1,1,1,0,0,1
30641,2017,28,1,1,2,1,1,1,1,1,1
30642,2017,35,2,1,2,1,2,1,0,0,1
30643,2017,26,2,1,1,1,2,1,0,0,1
30644,2017,30,2,1,2,2,2,1,0,0,2
30648,2017,52,1,2,1,1,2,2,0,0,1
30649,2017,27,1,2,1,2,2,2,0,0,2
30650,2017,39,1,2,1,1,2,2,0,0,1
